Outlines of the full ICESat-based drainage
systems generated by the Ice Altimetry
group at Goddard Space Flight Center, based
on ICESat campaigns L2a-c, L3a-c
(2003 Feb - 2005 May).
Each record: drainage subsystem, lat (deg N), lon (deg E)
END OF HEADER
6.1 -391648.10667 -2780846.37385
6.1 -391783.086052 -2780832.30948
6.1 -391856.629763 -2780809.40156
6.1 -392021.59932 -2780792.13504
6.1 -392111.605795 -2780782.78277
6.1 -392231.716497 -2780770.33247
6.1 -392351.713863 -2780757.77782
6.1 -392441.719618 -2780748.41487
6.1 -392546.753006 -2780737.50312
6.1 -392635.269962 -2780713.03549
6.1 -392695.316303 -2780706.74326
6.1 -392782.26131 -2780667.2992
6.1 -392872.21613 -2780657.92916
6.1 -392962.219286 -2780648.54935
6.1 -393050.683057 -2780624.07538
6.1 -393109.155715 -2780602.80266
6.1 -393167.676166 -2780581.52185
6.1 -393286.190871 -2780553.94168
6.1 -393343.071544 -2780517.57984
6.1 -393401.556482 -2780496.41385
6.1 -393473.509743 -2780458.49193
6.1 -393531.976811 -2780437.21038
6.1 -393602.40078 -2780384.30712
6.1 -393642.721855 -2780334.51287
6.1 -393699.642483 -2780298.13705
6.1 -393755.018453 -2780246.66939
6.1 -393841.953913 -2780207.30538
6.1 -393912.350531 -2780154.28174
6.1 -394011.168135 -2780083.18496
6.1 -394113.168609 -2780042.25184
6.1 -394225.4557 -2779954.50283
6.1 -394339.234025 -2779881.84658
6.1 -394498.124974 -2779804.50984
6.1 -394612.036569 -2779731.82201
6.1 -394772.349107 -2779669.46072
6.1 -394916.212452 -2779593.77117
6.1 -395048.213361 -2779549.57363
6.1 -395148.632095 -2779493.51327
6.1 -395248.901599 -2779437.47005
6.1 -395319.319174 -2779384.51769
6.1 -395407.796091 -2779360.0751
6.1 -395449.720571 -2779325.33155
6.1 -395476.720355 -2779292.13541
6.1 -395520.131863 -2779272.37424
6.1 -395562.053661 -2779237.62908
6.1 -395605.576921 -2779217.96562
6.1 -395692.492691 -2779178.42482
6.1 -395779.422373 -2779138.99417
6.1 -395881.272619 -2779098.01072
6.1 -395999.825492 -2779070.41437
6.1 -396146.777701 -2779024.72012
6.1 -396325.273955 -2778990.98122
6.1 -396490.275115 -2778973.66113
6.1 -396671.919199 -2778969.9575
6.1 -396821.965346 -2778954.29182
6.1 -396988.543096 -2778952.14346
6.1 -397153.559524 -2778934.89682
6.1 -397335.206257 -2778931.14989
6.1 -397531.82478 -2778925.82519
6.1 -397684.903812 -2778940.30307
6.1 -397853.053362 -2778953.19104
6.1 -397958.107747 -2778942.29342
6.1 -398022.708155 -2778981.05094
6.1 -398114.247174 -2778986.70498
6.1 -398189.29645 -2778978.83076
6.1 -398280.85265 -2778984.59215
6.1 -398310.891822 -2778981.43812
6.1 -398385.908824 -2778973.67837
6.1 -398445.938493 -2778967.37468
6.1 -398520.987583 -2778959.49152
6.1 -398582.49005 -2778968.28646
6.1 -398640.965623 -2778947.00374
6.1 -398729.47917 -2778922.56125
6.1 -398801.465775 -2778884.71411
6.1 -398888.356392 -2778845.18606
6.1 -398988.772214 -2778789.20592
6.1 -399120.681002 -2778745.04782
6.1 -399224.155802 -2778719.01509
6.1 -399357.633389 -2778689.93294
6.1 -399491.157591 -2778660.83742
6.1 -399611.172952 -2778648.30076
6.1 -399731.187974 -2778635.75891
6.1 -399851.267385 -2778623.31771
6.1 -399942.855635 -2778628.90446
6.1 -400062.870369 -2778616.34829
6.1 -400169.397051 -2778620.46776
6.1 -400276.021594 -2778624.56919
6.1 -400396.004445 -2778612.11843
6.1 -400501.033459 -2778601.01188
6.1 -400589.544298 -2778576.62298
6.1 -400649.535003 -2778570.39148
6.1 -400724.559717 -2778562.68139
6.1 -400783.000424 -2778541.24085
6.1 -400841.472935 -2778520.02468
6.1 -400929.963457 -2778495.51216
6.1 -401005.034967 -2778487.78749
6.1 -401076.987492 -2778449.88152
6.1 -401151.993162 -2778442.04708
6.1 -401238.911559 -2778402.55145
6.1 -401297.378965 -2778381.32573
6.1 -401370.814009 -2778358.5122
6.1 -401442.807852 -2778320.58984
6.1 -401486.288151 -2778300.83435
6.1 -401559.720175 -2778278.01585
6.1 -401649.738189 -2778268.57326
6.1 -401708.184485 -2778247.22614
6.1 -401766.694846 -2778225.98358
6.1 -401856.776252 -2778216.64006
6.1 -401946.744177 -2778207.19486
6.1 -402051.792849 -2778196.25525
6.1 -402141.776688 -2778186.91652
6.1 -402276.856989 -2778172.77263
6.1 -402381.90486 -2778161.82054
6.1 -402501.871467 -2778149.27881
6.1 -402606.935137 -2778138.431
6.1 -402711.98221 -2778127.46643
6.1 -402843.890333 -2778083.23749
6.1 -402977.405575 -2778054.20006
6.1 -403112.481056 -2778040.01554
6.1 -403245.97691 -2778010.85242
6.1 -403396.001913 -2777995.28994
6.1 -403546.074893 -2777979.71232
6.1 -403696.082488 -2777964.02086
6.1 -403876.136261 -2777945.21989
6.1 -404024.607816 -2777914.53196
6.1 -404159.646463 -2777900.41635
6.1 -404263.150736 -2777874.41455
6.1 -404398.107363 -2777860.41425
6.1 -404534.795144 -2777861.35751
6.1 -404716.318959 -2777857.72015
6.1 -404882.893202 -2777855.44392
6.1 -405094.546107 -2777848.54234
6.1 -405304.561585 -2777826.66082
6.1 -405499.706784 -2777806.35818
6.1 -405709.671851 -2777784.45311
6.1 -405904.718301 -2777764.13618
6.1 -406069.815334 -2777746.91684
6.1 -406252.939268 -2777758.14968
6.1 -406402.973738 -2777742.53762
6.1 -406568.087197 -2777725.40145
6.1 -406718.104097 -2777709.65961
6.1 -406853.122595 -2777695.64574
6.1 -407004.705813 -2777694.97838
6.1 -407139.772656 -2777680.94348
6.1 -407276.342824 -2777681.8861
6.1 -407396.330192 -2777669.35858
6.1 -407562.947014 -2777667.14733
6.1 -407682.950804 -2777654.7202
6.1 -407819.620631 -2777655.62192
6.1 -407971.128547 -2777655.02891
6.1 -408137.814004 -2777652.88887
6.1 -408302.829449 -2777635.66388
6.1 -408512.920359 -2777613.75826
6.1 -408676.326282 -2777581.54184
6.1 -408839.810179 -2777549.1888
6.1 -408988.391356 -2777518.55945
6.1 -409123.373321 -2777504.55515
6.1 -409243.35635 -2777491.94786
6.1 -409408.478599 -2777474.75565
6.1 -409528.47748 -2777462.2488
6.1 -409661.973185 -2777433.11549
6.1 -409780.502069 -2777405.60775
6.1 -409855.522135 -2777397.76386
6.1 -409928.975645 -2777374.94239
6.1 -410018.959855 -2777365.46131
6.1 -410064.049571 -2777360.87806
6.1 -410109.057475 -2777356.07575
6.1 -410135.916982 -2777322.96292
6.1 -410180.98945 -2777318.26503
6.1 -410224.428691 -2777298.48545
6.1 -410267.932524 -2777278.81079
6.1 -410341.381041 -2777255.97845
6.1 -410386.355628 -2777251.29154
6.1 -410444.822078 -2777229.97888
6.1 -410503.287797 -2777208.66499
6.1 -410591.810956 -2777184.28859
6.1 -410678.745708 -2777144.82157
6.1 -410767.2494 -2777120.32684
6.1 -410872.271986 -2777109.39912
6.1 -410989.258724 -2777066.85775
6.1 -411137.710242 -2777036.12783
6.1 -411284.682664 -2776990.40096
6.1 -411431.554408 -2776944.68069
6.1 -411563.540013 -2776900.46716
6.1 -411711.997468 -2776869.8193
6.1 -411847.115923 -2776855.77375
6.1 -411965.515101 -2776828.18724
6.1 -412085.653077 -2776815.66101
6.1 -412220.641044 -2776801.73159
6.1 -412352.515858 -2776757.49497
6.1 -412499.528025 -2776711.80943
6.1 -412599.923353 -2776655.76029
6.1 -412731.852866 -2776611.61127
6.1 -412845.716279 -2776538.91735
6.1 -412962.660363 -2776496.29314
6.1 -413079.601526 -2776453.66403
6.1 -413164.969505 -2776399.25163
6.1 -413278.863151 -2776326.53307
6.1 -413394.208314 -2776268.91754
6.1 -413509.614484 -2776211.40279
6.1 -413621.888951 -2776123.58464
6.1 -413753.800021 -2776079.50016
6.1 -413852.757573 -2776008.40467
6.1 -413953.153827 -2775952.30021
6.1 -414066.931402 -2775879.67722
6.1 -414135.732549 -2775811.68539
6.1 -414251.187625 -2775754.0132
6.1 -414384.683144 -2775724.98421
6.1 -414485.108877 -2775668.85361
6.1 -414615.445694 -2775609.74897
6.1 -414730.787973 -2775552.07151
6.1 -414862.806468 -2775507.91302
6.1 -414976.594327 -2775435.24619
6.1 -415092.085782 -2775377.6449
6.1 -415222.431042 -2775318.39211
6.1 -415321.231747 -2775247.25999
6.1 -415451.680965 -2775188.0948
6.1 -415580.527144 -2775113.95208
6.1 -415679.360887 -2775042.80029
6.1 -415808.195213 -2774968.64724
6.1 -415908.635584 -2774912.57148
6.1 -416039.059705 -2774853.37907
6.1 -416156.014504 -2774810.71977
6.1 -416257.868903 -2774769.74428
6.1 -416391.358309 -2774740.61177
6.1 -416494.859717 -2774714.59117
6.1 -416596.852615 -2774673.58147
6.1 -416757.1919 -2774611.24336
6.1 -416859.195337 -2774570.33678
6.1 -416989.540578 -2774511.10729
6.1 -417076.553374 -2774471.63818
6.1 -417190.315812 -2774398.98759
6.1 -417307.25728 -2774356.39274
6.1 -417394.213498 -2774316.92106
6.1 -417493.044453 -2774245.81129
6.1 -417578.482453 -2774191.34937
6.1 -417678.883388 -2774135.32307
6.1 -417779.166842 -2774079.1951
6.1 -417864.643321 -2774024.71728
6.1 -417978.418245 -2773952.02781
6.1 -418050.389631 -2773914.09932
6.1 -418165.737425 -2773856.49184
6.1 -418297.772966 -2773812.3819
6.1 -418398.148468 -2773756.33002
6.1 -418530.063231 -2773712.11101
6.1 -418677.052311 -2773666.41662
6.1 -418853.964852 -2773617.57823
6.1 -418999.359785 -2773556.77787
6.1 -419129.803359 -2773497.65236
6.1 -419245.165565 -2773439.99309
6.1 -419330.615654 -2773385.58347
6.1 -419447.462017 -2773343.01911
6.1 -419534.461091 -2773303.46645
6.1 -419606.367977 -2773265.61803
6.1 -419691.789737 -2773211.08481
6.1 -419780.179273 -2773186.64212
6.1 -419835.576474 -2773135.26547
6.1 -419922.550666 -2773095.93346
6.1 -419994.479327 -2773057.95514
6.1 -420081.383987 -2773018.51286
6.1 -420138.300038 -2772982.113
6.1 -420195.280164 -2772945.81733
6.1 -420283.707422 -2772921.35134
6.1 -420355.66186 -2772883.58912
6.1 -420414.101108 -2772862.16613
6.1 -420472.622188 -2772840.95991
6.1 -420559.498045 -2772801.39013
6.1 -420646.454343 -2772762.03566
6.1 -420718.432149 -2772724.14413
6.1 -420788.763191 -2772671.17067
6.1 -420905.710301 -2772628.52333
6.1 -420991.059813 -2772574.07084
6.1 -421063.029018 -2772536.17052
6.1 -421149.954635 -2772496.68778
6.1 -421268.507318 -2772469.22507
6.1 -421368.786713 -2772413.06718
6.1 -421469.193456 -2772357.11633
6.1 -421584.681779 -2772299.44427
6.1 -421701.525799 -2772256.89099
6.1 -421817.023465 -2772199.32201
6.1 -421920.49043 -2772173.31773
6.1 -422022.352361 -2772132.22308
6.1 -422139.281932 -2772089.63672
6.1 -422242.743548 -2772063.62044
6.1 -422344.760623 -2772022.60455
6.1 -422458.649706 -2771950.03546
6.1 -422574.008956 -2771892.33734
6.1 -422660.964518 -2771852.91295
6.1 -422777.876141 -2771810.29984
6.1 -422819.783417 -2771775.4352
6.1 -422891.698679 -2771737.72066
6.1 -422933.620718 -2771702.96701
6.1 -423007.13898 -2771679.98999
6.1 -423065.622594 -2771658.72944
6.1 -423137.497846 -2771620.78331
6.1 -423165.909496 -2771602.6127
6.1 -423236.285488 -2771549.67632
6.1 -423293.316533 -2771513.41595
6.1 -423363.688022 -2771460.47646
6.1 -423420.553448 -2771424.12307
6.1 -423475.967699 -2771372.77368
6.1 -423564.413299 -2771348.42146
6.1 -423636.371745 -2771310.44786
6.1 -423721.781123 -2771255.89065
6.1 -423793.655939 -2771218.04047
6.1 -423909.142813 -2771160.49074
6.1 -423996.061409 -2771121.02503
6.1 -424067.912577 -2771083.0552
6.1 -424141.426291 -2771060.16094
6.1 -424199.908461 -2771038.98932
6.1 -424271.755378 -2771001.01426
6.1 -424315.31594 -2770981.31761
6.1 -424373.778364 -2770960.02971
6.1 -424429.070475 -2770908.67663
6.1 -424501.008242 -2770870.68091
6.1 -424556.458633 -2770819.41582
6.1 -424628.409913 -2770781.52951
6.1 -424656.853018 -2770763.33655
6.1 -424743.799701 -2770723.84027
6.1 -424817.221296 -2770701.05566
6.1 -424874.103475 -2770664.66564
6.1 -424947.667984 -2770641.85535
6.1 -425021.117577 -2770618.94531
6.1 -425139.641169 -2770591.42278
6.1 -425228.054746 -2770567.01769
6.1 -425346.558109 -2770539.37368
6.1 -425480.043094 -2770510.3459
6.1 -425627.043793 -2770464.59349
6.1 -425758.947513 -2770420.46114
6.1 -425905.940999 -2770374.69397
6.1 -426066.269029 -2770312.34109
6.1 -426183.214002 -2770269.79576
6.1 -426315.151739 -2770225.6296
6.1 -426447.134526 -2770181.44974
6.1 -426577.501607 -2770122.29319
6.1 -426709.494405 -2770078.2135
6.1 -426853.312713 -2770002.32813
6.1 -426986.832621 -2769973.33302
6.1 -427132.224316 -2769912.52347
6.1 -427279.196031 -2769866.79634
6.1 -427426.164042 -2769821.06142
6.1 -427586.552175 -2769758.71875
6.1 -427735.002996 -2769728.0722
6.1 -427883.548436 -2769697.40276
6.1 -428001.991558 -2769669.87805
6.1 -428120.512371 -2769642.22071
6.1 -428254.010926 -2769613.16459
6.1 -428355.913427 -2769572.15432
6.1 -428472.871639 -2769529.61786
6.1 -428558.28082 -2769475.12366
6.1 -428658.678781 -2769418.99827
6.1 -428714.032386 -2769367.65143
6.1 -428800.912317 -2769328.14128
6.1 -428841.349637 -2769278.29382
6.1 -428884.781048 -2769258.65348
6.1 -428913.251811 -2769240.52244
6.1 -428926.713859 -2769223.90867
6.1 -428940.224066 -2769207.28736
6.1 -428968.645635 -2769189.16326
6.1 -428982.137966 -2769172.42915
6.1 -429025.566948 -2769152.78664
6.1 -429024.068271 -2769137.68296
6.1 -429052.53696 -2769119.55054
6.1 -429094.465624 -2769084.80333
6.1 -429107.829115 -2769068.20373
6.1 -429136.296595 -2769050.07049
6.1 -429149.756313 -2769033.45572
6.1 -429178.223188 -2769015.32207
6.1 -429179.802013 -2769030.29803
6.1 -429194.761089 -2769028.78659
6.1 -429208.220379 -2769012.17155
6.1 -429253.207405 -2769007.38887
6.1 -429326.774313 -2768984.56789
6.1 -429383.639106 -2768948.19157
6.1 -429457.107203 -2768925.38213
6.1 -429470.581986 -2768908.87845
6.1 -429512.551096 -2768874.11758
6.1 -429527.491967 -2768872.49174
6.1 -429601.005726 -2768849.67102
6.1 -429657.913082 -2768813.28167
6.1 -429729.873571 -2768775.36185
6.1 -429816.789997 -2768735.92539
6.1 -429843.650119 -2768702.69694
6.1 -429888.764278 -2768698.1141
6.1 -429929.124881 -2768648.25908
6.1 -430049.116902 -2768635.73506
6.1 -430122.573719 -2768612.90807
6.1 -430256.064271 -2768583.74818
6.1 -430391.107835 -2768569.67706
6.1 -430524.612993 -2768540.61682
6.1 -430658.098828 -2768511.43754
6.1 -430761.59049 -2768485.41953
6.1 -430820.035494 -2768464.10147
6.1 -430910.143589 -2768454.80568
6.1 -431030.129417 -2768442.23913
6.1 -431106.628647 -2768449.47065
6.1 -431271.774029 -2768432.28269
6.1 -431391.777201 -2768419.81306
6.1 -431558.368659 -2768417.60514
6.1 -431711.566798 -2768432.00683
6.1 -431849.666022 -2768447.94858
6.1 -431989.28283 -2768478.98543
6.1 -432064.291447 -2768471.20126
6.1 -432184.297983 -2768458.69732
6.1 -432274.390552 -2768449.24458
6.1 -432379.439783 -2768438.26026
6.1 -432469.404638 -2768428.93639
6.1 -432605.982016 -2768429.97158
6.1 -432711.031146 -2768418.97469
6.1 -432844.522258 -2768389.8025
6.1 -432994.585256 -2768374.17824
6.1 -433129.66051 -2768360.19876
6.1 -433279.656762 -2768344.45403
6.1 -433414.779607 -2768330.45307
6.1 -433549.739533 -2768316.35565
6.1 -433669.742647 -2768303.78735
6.1 -433831.775593 -2768256.4849
6.1 -433936.741545 -2768245.56921
6.1 -434070.238286 -2768216.45049
6.1 -434160.295428 -2768207.05653
6.1 -434278.737048 -2768179.48118
6.1 -434398.850175 -2768166.97867
6.1 -434503.765554 -2768156.04907
6.1 -434607.344704 -2768129.9846
6.1 -434740.851556 -2768100.94611
6.1 -434844.300534 -2768075.00812
6.1 -434934.306095 -2768065.59656
6.1 -435022.797626 -2768041.19434
6.1 -435111.336341 -2768016.7817
6.1 -435216.344096 -2768005.8099
6.1 -435334.773638 -2767978.18937
6.1 -435423.26083 -2767953.77436
6.1 -435495.227109 -2767915.92224
6.1 -435615.235017 -2767903.38213
6.1 -435733.676563 -2767875.85711
6.1 -435853.797623 -2767863.40401
6.1 -436005.329303 -2767862.72395
6.1 -436155.342134 -2767847.04851
6.1 -436320.471891 -2767829.90472
6.1 -436485.438474 -2767812.66138
6.1 -436648.978473 -2767780.40612
6.1 -436767.508088 -2767752.82161
6.1 -436857.475927 -2767743.46769
6.1 -436945.99815 -2767718.99637
6.1 -437034.488711 -2767694.64241
6.1 -437122.912069 -2767670.1807
6.1 -437209.808512 -2767630.72967
6.1 -437298.343514 -2767606.35966
6.1 -437328.347645 -2767603.23371
6.1 -437403.357899 -2767595.41742
6.1 -437491.873248 -2767570.92867
6.1 -437553.426397 -2767579.7711
6.1 -437613.464865 -2767573.39317
6.1 -437705.022926 -2767579.10289
6.1 -437781.531401 -2767586.38278
6.1 -437888.171985 -2767590.39309
6.1 -437994.686381 -2767594.53479
6.1 -438116.28274 -2767596.97729
6.1 -438237.849627 -2767599.53466
6.1 -438359.465838 -2767602.07905
6.1 -438495.988849 -2767603.06409
6.1 -438604.234441 -2767622.13772
6.1 -438740.7603 -2767623.11074
6.1 -438832.327744 -2767628.78335
6.1 -438952.348538 -2767616.21116
6.1 -439072.338614 -2767603.75397
6.1 -439193.943411 -2767606.14927
6.1 -439329.002334 -2767592.21264
6.1 -439450.608569 -2767594.59669
6.1 -439570.598851 -2767582.11791
6.1 -439707.196543 -2767583.14823
6.1 -439828.774808 -2767585.63592
6.1 -439935.399681 -2767589.68783
6.1 -440086.906734 -2767589.13761
6.1 -440238.493694 -2767588.45121
6.1 -440406.71139 -2767601.37925
6.1 -440526.704127 -2767588.85906
6.1 -440663.26132 -2767589.85002
6.1 -440769.892382 -2767593.8699
6.1 -440904.954785 -2767579.85643
6.1 -441024.947732 -2767567.31465
6.1 -441145.006656 -2767554.8725
6.1 -441264.99908 -2767542.32032
6.1 -441401.638527 -2767543.14699
6.1 -441508.146277 -2767547.27412
6.1 -441644.727158 -2767548.32928
6.1 -441767.886271 -2767565.82899
6.1 -441934.45837 -2767563.58303
6.1 -442056.088497 -2767566.19822
6.1 -442174.483229 -2767538.63013
6.1 -442307.99394 -2767509.56407
6.1 -442381.521834 -2767486.73369
6.1 -442470.051556 -2767462.31049
6.1 -442590.043033 -2767449.70089
6.1 -442665.074508 -2767441.85461
6.1 -442756.633337 -2767447.51797
6.1 -442878.198566 -2767449.99226
6.1 -442969.777147 -2767455.76112
6.1 -443076.275119 -2767459.71552
6.1 -443214.439712 -2767475.78961
6.1 -443322.534238 -2767494.94328
6.1 -443430.775702 -2767514.06956
6.1 -443523.80454 -2767534.70677
6.1 -443616.949772 -2767555.43793
6.1 -443708.51877 -2767561.07002
6.1 -443801.649015 -2767581.68253
6.1 -443894.817107 -2767602.51699
6.1 -443941.359617 -2767612.82442
6.1 -444002.906583 -2767621.53192
6.1 -444062.844057 -2767615.26247
6.1 -444139.480326 -2767622.58466
6.1 -444229.522663 -2767613.09606
6.1 -444306.045332 -2767620.31665
6.1 -444429.211175 -2767637.81893
6.1 -444535.714136 -2767641.9503
6.1 -444642.362939 -2767646.05431
6.1 -444765.407306 -2767663.67755
6.1 -444872.040492 -2767667.66025
6.1 -445011.678062 -2767698.7642
6.1 -445149.782455 -2767714.75804
6.1 -445272.96295 -2767732.22312
6.1 -445394.546917 -2767734.82026
6.1 -445532.706301 -2767750.78738
6.1 -445639.221419 -2767754.87653
6.1 -445775.862654 -2767755.84112
6.1 -445850.876665 -2767748.02889
6.1 -445970.924238 -2767735.49792
6.1 -446059.419322 -2767711.07985
6.1 -446119.361071 -2767704.76592
6.1 -446179.417502 -2767698.54763
6.1 -446269.405423 -2767689.23331
6.1 -446342.923192 -2767666.29732
6.1 -446399.812939 -2767629.99714
6.1 -446474.872818 -2767622.1602
6.1 -446548.309486 -2767599.34685
6.1 -446621.823698 -2767576.40347
6.1 -446710.214642 -2767551.9802
6.1 -446768.692482 -2767530.76705
6.1 -446873.776972 -2767519.80325
6.1 -446993.787076 -2767507.34819
6.1 -447098.822854 -2767496.38366
6.1 -447203.840263 -2767485.30264
6.1 -447368.94677 -2767468.19851
6.1 -447490.439141 -2767470.71925
6.1 -447657.126503 -2767468.5796
6.1 -447808.647806 -2767467.96075
6.1 -447990.293712 -2767464.18903
6.1 -448159.95852 -2767492.01331
6.1 -448388.146959 -2767498.572
6.1 -448583.188832 -2767478.27757
6.1 -448779.768403 -2767472.95827
6.1 -448974.810025 -2767452.63626
6.1 -449154.894854 -2767433.91982
6.1 -449336.423843 -2767430.19594
6.1 -449516.490272 -2767411.34351
6.1 -449683.064883 -2767409.21811
6.1 -449848.193379 -2767392.07867
6.1 -449999.698682 -2767391.46046
6.1 -450151.301804 -2767390.81826
6.1 -450301.359729 -2767375.17965
6.1 -450438.008297 -2767376.1472
6.1 -450576.060946 -2767392.11962
6.1 -450682.68485 -2767396.23213
6.1 -450819.240847 -2767397.19666
6.1 -450925.848403 -2767401.18737
6.1 -451060.856191 -2767387.15216
6.1 -451152.412077 -2767392.77944
6.1 -451244.065384 -2767398.38795
6.1 -451303.994824 -2767392.19462
6.1 -451394.097052 -2767382.81051
6.1 -451469.127723 -2767374.95856
6.1 -451530.658094 -2767383.74003
6.1 -451590.732475 -2767377.51686
6.1 -451680.689858 -2767368.14706
6.1 -451769.189566 -2767343.77114
6.1 -451874.24746 -2767332.73797
6.1 -451994.231567 -2767320.1866
6.1 -452127.730621 -2767291.10418
6.1 -452231.182363 -2767265.07812
6.1 -452366.30218 -2767251.07593
6.1 -452471.231369 -2767240.15624
6.1 -452576.305267 -2767229.20888
6.1 -452709.780007 -2767199.98591
6.1 -452814.804621 -2767189.0374
6.1 -452934.851586 -2767176.5498
6.1 -453039.875809 -2767165.59274
6.1 -453129.944077 -2767156.27249
6.1 -453189.900565 -2767149.91796
6.1 -453309.89849 -2767137.42201
6.1 -453384.943938 -2767129.63059
6.1 -453476.52672 -2767135.29352
6.1 -453598.088677 -2767137.7716
6.1 -453719.670112 -2767140.35681
6.1 -453857.822079 -2767156.2705
6.1 -453995.946757 -2767172.29772
6.1 -454150.615455 -2767201.7706
6.1 -454290.361873 -2767232.76162
6.1 -454429.985836 -2767263.88195
6.1 -454571.279234 -2767309.96559
6.1 -454694.348227 -2767327.51028
6.1 -454789.056482 -2767363.22269
6.1 -454910.656482 -2767365.75596
6.1 -455017.166518 -2767369.72587
6.1 -455122.220895 -2767358.80236
6.1 -455212.20262 -2767349.43033
6.1 -455317.256665 -2767338.49943
6.1 -455405.761488 -2767314.11943
6.1 -455524.197989 -2767286.54188
6.1 -455612.681884 -2767262.04284
6.1 -455686.207745 -2767239.19555
6.1 -455759.636106 -2767216.36222
6.1 -455848.183698 -2767191.96014
6.1 -455906.635008 -2767170.66586
6.1 -455966.565337 -2767164.37163
6.1 -456086.685829 -2767151.85192
6.1 -456176.681281 -2767142.56096
6.1 -456293.626639 -2767099.94932
6.1 -456413.648613 -2767087.43135
6.1 -456517.116204 -2767061.46976
6.1 -456652.208416 -2767047.37886
6.1 -456788.736205 -2767048.29019
6.1 -456937.318323 -2767017.63642
6.1 -457117.285197 -2766998.88382
6.1 -457265.797065 -2766968.10795
6.1 -457444.322588 -2766934.3255
6.1 -457562.852014 -2766906.75717
6.1 -457727.858533 -2766889.6295
6.1 -457849.413318 -2766892.04163
6.1 -458014.419975 -2766874.89688
6.1 -458179.522786 -2766857.7263
6.1 -458344.558253 -2766840.44146
6.1 -458509.660198 -2766823.25119
6.1 -458673.074241 -2766791.08321
6.1 -458823.200469 -2766775.43245
6.1 -458958.207533 -2766761.35744
6.1 -459079.785165 -2766763.828
6.1 -459214.840694 -2766749.73246
6.1 -459334.825425 -2766737.20825
6.1 -459408.293376 -2766714.38247
6.1 -459526.826484 -2766686.8424
6.1 -459571.795935 -2766682.14536
6.1 -459661.783026 -2766672.74108
6.1 -459738.392911 -2766679.88122
6.1 -459813.425193 -2766672.14841
6.1 -459903.509 -2766662.72022
6.1 -459978.522405 -2766654.87053
6.1 -460051.937439 -2766632.03567
6.1 -460111.995372 -2766625.86045
6.1 -460200.43089 -2766601.44754
6.1 -460275.424434 -2766593.47737
6.1 -460350.455291 -2766585.73
6.1 -460472.055169 -2766588.25185
6.1 -460577.081455 -2766577.35414
6.1 -460712.151043 -2766563.29794
6.1 -460863.699804 -2766562.66386
6.1 -460998.769518 -2766548.59368
6.1 -461150.368218 -2766547.93588
6.1 -461300.411525 -2766532.27928
6.1 -461467.004181 -2766530.14405
6.1 -461633.579424 -2766527.88642
6.1 -461848.281559 -2766551.09016
6.1 -461969.910464 -2766553.65877
6.1 -462136.461951 -2766551.49144
6.1 -462259.558186 -2766569.05366
6.1 -462381.142776 -2766571.61234
6.1 -462501.146747 -2766559.06332
6.1 -462592.717646 -2766564.66617
6.1 -462714.304669 -2766567.21026
6.1 -462835.89275 -2766569.74903
6.1 -462925.968363 -2766560.45539
6.1 -463045.973262 -2766547.88276
6.1 -463152.521885 -2766551.8852
6.1 -463257.571691 -2766540.99824
6.1 -463380.730447 -2766558.50277
6.1 -463455.765419 -2766550.67127
6.1 -463547.313452 -2766556.36315
6.1 -463668.907619 -2766558.86543
6.1 -463775.431858 -2766562.96447
6.1 -463866.982574 -2766568.64582
6.1 -463957.089631 -2766559.19816
6.1 -464047.070556 -2766549.88426
6.1 -464123.677766 -2766557.02394
6.1 -464260.2216 -2766558.03303
6.1 -464383.39415 -2766575.49321
6.1 -464504.96625 -2766578.07939
6.1 -464639.921249 -2766563.96836
6.1 -464778.111587 -2766580.04528
6.1 -464913.164051 -2766565.90471
6.1 -465033.163793 -2766553.47887
6.1 -465198.280656 -2766536.23507
6.1 -465333.235684 -2766522.09024
6.1 -465453.282963 -2766509.63806
6.1 -465619.929755 -2766507.36583
6.1 -465786.500239 -2766505.21222
6.1 -465951.53935 -2766488.05214
6.1 -466116.626343 -2766470.87407
6.1 -466296.590992 -2766452.10299
6.1 -466476.651724 -2766433.30392
6.1 -466641.737427 -2766416.09453
6.1 -466851.765185 -2766394.18055
6.1 -466971.859333 -2766381.65437
6.1 -467136.86623 -2766364.54412
6.1 -467255.401177 -2766336.8974
6.1 -467377.00502 -2766339.46996
6.1 -467481.911776 -2766328.4472
6.1 -467572.007878 -2766319.11478
6.1 -467663.597457 -2766324.78319
6.1 -467755.120592 -2766330.34438
6.1 -467861.657063 -2766334.51938
6.1 -467954.792574 -2766355.17375
6.1 -468062.923644 -2766374.32839
6.1 -468172.601206 -2766408.4743
6.1 -468295.760335 -2766426.00214
6.1 -468387.358443 -2766431.64678
6.1 -468495.449446 -2766450.79293
6.1 -468588.596302 -2766471.4263
6.1 -468681.619113 -2766492.19348
6.1 -468774.769516 -2766512.82069
6.1 -468852.945817 -2766535.05816
6.1 -468929.430522 -2766542.32286
6.1 -469022.585499 -2766562.94186
6.1 -469069.149033 -2766573.31048
6.1 -469145.684493 -2766580.56107
6.1 -469237.341796 -2766586.16965
6.1 -469328.874137 -2766591.91214
6.1 -469418.866738 -2766582.42374
6.1 -469508.926569 -2766573.03657
6.1 -469646.979582 -2766589.13728
6.1 -469737.069296 -2766579.62214
6.1 -469854.043657 -2766537.10195
